Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
---------------------------------------------------------------------------------------------------------
| Tool Version              : Vivado v.2021.1_AR76722 (lin64) Build 3428450 Thu Jan 13 11:43:02 MST 2022
| Date                      : Sun Apr  9 23:50:36 2023
| Host                      : ws35 running 64-bit CentOS Linux release 7.9.2009 (Core)
| Command                   : report_io -file pinloc.txt
| Design                    : FB1_uC
| Device                    : xcvu19p
| Speed File                : -1
| Package                   : fsva3824
| Package Version           : PRODUCTION 1.3 11/27/2019
| Package Pin Delay Version : PRODUCTION 1.0 3/20/2019
---------------------------------------------------------------------------------------------------------

IO Information

Table of Contents
-----------------
1. Summary
2. IO Assignments by Package Pin

1. Summary
----------

+---------------+
| Total User IO |
+---------------+
|           426 |
+---------------+


2. IO Assignments by Package Pin
--------------------------------

+------------+----------------------------+------------------+------------------------------------+------------+---------------+-----------------+---------+------------+-------------------------+------+-------------------+----------------------+-----------+------------+-----------+----------+----------+------------------+--------------+-------------------+--------------+
| Pin Number | Signal Name                | Bank Type        | Pin Name                           | SLR Region | Use           | IO Standard     | IO Bank | Drive (mA) | Output Impedance (ohms) | Slew | Input Termination | Off-Chip Termination |   Voltage | Constraint | Pull Type | DQS Bias | Vref     | Signal Integrity | Pre Emphasis | Lvds Pre Emphasis | Equalization |
| E22        |                            | High Performance | IO_L22P_T3U_N6_DBC_AD0P_74         | 3          | User IO       |                 |      74 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| E23        |                            | High Performance | IO_L19N_T3L_N1_DBC_AD9N_74         | 3          | User IO       |                 |      74 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| E24        |                            | High Performance | IO_L24N_T3U_N11_74                 | 3          | User IO       |                 |      74 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| E25        |                            | High Performance | IO_L24P_T3U_N10_74                 | 3          | User IO       |                 |      74 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| E26        |                            | High Performance | VCCO_74                            |            | VCCO          |                 |      74 |            |                         |      |                   |                      | 0.00-1.80 |            |           |          |          |                  |              |                   |              |
| E27        | WRITEDATAWB[13]            | High Performance | IO_L24N_T3U_N11_71                 | 2          | INPUT         | SSTL12_DCI      |      71 |            |                         |      |            40 Ohm |                 NONE |           | FIXED      |           |          | External | SPLIT            |              |                   |              |
| E28        | WRITEDATAWB[6]             | High Performance | IO_L24P_T3U_N10_71                 | 2          | INPUT         | SSTL12_DCI      |      71 |            |                         |      |            40 Ohm |                 NONE |           | FIXED      |           |          | External | SPLIT            |              |                   |              |
| E29        | WRITEDATAWB[11]            | High Performance | IO_L22N_T3U_N7_DBC_AD0N_71         | 2          | INPUT         | SSTL12_DCI      |      71 |            |                         |      |            40 Ohm |                 NONE |           | FIXED      |           |          | External | SPLIT            |              |                   |              |
| E30        | WRITEDATAWB[22]            | High Performance | IO_L5P_T0U_N8_AD14P_71             | 2          | INPUT         | SSTL12_DCI      |      71 |            |                         |      |            40 Ohm |                 NONE |           | FIXED      |           |          | External | SPLIT            |              |                   |              |
| E31        |                            |                  | GND                                |            | GND           |                 |         |            |                         |      |                   |                      |       0.0 |            |           |          |          |                  |              |                   |              |
| E32        |                            | High Performance | IO_L12N_T1U_N11_GC_71              | 2          | GCLK          |                 |      71 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| E33        | WRITEDATAWB[16]            | High Performance | IO_T1U_N12_71                      | 2          | INPUT         | SSTL12_DCI      |      71 |            |                         |      |            40 Ohm |                 NONE |           | FIXED      |           |          | External | SPLIT            |              |                   |              |
| E34        | ALUOUTMEM_aptn_s[49]       | High Performance | IO_L16N_T2U_N7_QBC_AD3N_69         | 2          | OUTPUT        | SSTL12_DCI      |      69 |            |                         | SLOW |                   |            FP_VTT_50 |           | FIXED      |           |          |          | SPLIT            |              |                   |              |
| E35        | clk_0                      | High Performance | IO_L14N_T2L_N3_GC_69               | 2          | INPUT         | DIFF_POD12_DCI  |      69 |            |                         |      |                   |                 NONE |           | FIXED      |           |          |          | SINGLE           | RDRV_NONE    |                   | EQ_NONE      |
| E36        |                            | High Performance | VCCO_69                            |            | VCCO          |                 |      69 |            |                         |      |                   |                      |      1.20 |            |           |          |          |                  |              |                   |              |
| E37        | WRITEDATAWB[32]            | High Performance | IO_T2U_N12_69                      | 2          | INPUT         | SSTL12_DCI      |      69 |            |                         |      |            40 Ohm |                 NONE |           | FIXED      |           |          | External | SPLIT            |              |                   |              |
| E38        |                            | High Performance | IO_L3P_T0L_N4_AD15P_69             | 2          | User IO       |                 |      69 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| E39        |                            | High Performance | IO_L5P_T0U_N8_AD14P_69             | 2          | User IO       |                 |      69 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| E40        |                            | High Performance | IO_L5N_T0U_N9_AD14N_69             | 2          | User IO       |                 |      69 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| E41        |                            |                  | GND                                |            | GND           |                 |         |            |                         |      |                   |                      |       0.0 |            |           |          |          |                  |              |                   |              |
| E42        |                            | High Performance | IO_L18P_T2U_N10_AD2P_37            | 3          | User IO       |                 |      37 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| E43        |                            | High Performance | IO_L18N_T2U_N11_AD2N_37            | 3          | User IO       |                 |      37 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| E44        |                            | High Performance | IO_L14P_T2L_N2_GC_37               | 3          | GCLK          |                 |      37 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| E45        |                            | High Performance | IO_L14N_T2L_N3_GC_37               | 3          | GCLK          |                 |      37 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| E46        |                            |                  | GND                                |            | GND           |                 |         |            |                         |      |                   |                      |       0.0 |            |           |          |          |                  |              |                   |              |
| E47        |                            | High Performance | IO_L12P_T1U_N10_GC_37              | 3          | GCLK          |                 |      37 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| E48        |                            | High Performance | IO_L11P_T1U_N8_GC_37               | 3          | GCLK          |                 |      37 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| E49        |                            | High Performance | IO_L9P_T1L_N4_AD12P_37             | 3          | User IO       |                 |      37 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| E50        |                            | High Performance | IO_L9N_T1L_N5_AD12N_37             | 3          | User IO       |                 |      37 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| E51        |                            |                  | GND                                |            | GND           |                 |         |            |                         |      |                   |                      |       0.0 |            |           |          |          |                  |              |                   |              |
| E52        |                            | High Performance | IO_T3U_N12_35                      | 3          | User IO       |                 |      35 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| E53        |                            | High Performance | IO_T2U_N12_35                      | 3          | User IO       |                 |      35 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| E54        | ALUOUTMEM[33]              | High Performance | IO_L13N_T2L_N1_GC_QBC_35           | 3          | OUTPUT        | LVCMOS12        |      35 |          8 |                         | SLOW |                   |                 NONE |           | FIXED      |           |          |          | NONE             |              |                   |              |
| E55        | ALUOUTMEM[21]              | High Performance | IO_L14N_T2L_N3_GC_35               | 3          | OUTPUT        | LVCMOS12        |      35 |          8 |                         | SLOW |                   |                 NONE |           | FIXED      |           |          |          | NONE             |              |                   |              |
| E56        |                            |                  | GND                                |            | GND           |                 |         |            |                         |      |                   |                      |       0.0 |            |           |          |          |                  |              |                   |              |
| E57        | ALUOUTMEM[58]              | High Performance | IO_L11P_T1U_N8_GC_35               | 3          | OUTPUT        | LVCMOS12        |      35 |          8 |                         | SLOW |                   |                 NONE |           | FIXED      |           |          |          | NONE             |              |                   |              |
| E58        | ALUOUTMEM[57]              | High Performance | IO_L11N_T1U_N9_GC_35               | 3          | OUTPUT        | LVCMOS12        |      35 |          8 |                         | SLOW |                   |                 NONE |           | FIXED      |           |          |          | NONE             |              |                   |              |
| E59        |                            | High Performance | IO_T1U_N12_35                      | 3          | User IO       |                 |      35 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| E60        |                            | High Performance | IO_L21N_T3L_N5_AD8N_34             | 3          | User IO       |                 |      34 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| E61        |                            |                  | GND                                |            | GND           |                 |         |            |                         |      |                   |                      |       0.0 |            |           |          |          |                  |              |                   |              |
| E62        |                            | High Performance | IO_L20P_T3L_N2_AD1P_34             | 3          | User IO       |                 |      34 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| E63        |                            | High Performance | IO_T3U_N12_34                      | 3          | User IO       |                 |      34 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F1         |                            | High Performance | IO_L10N_T1U_N7_QBC_AD4N_78         | 3          | User IO       |                 |      78 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F2         |                            | High Performance | IO_L10P_T1U_N6_QBC_AD4P_78         | 3          | User IO       |                 |      78 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F3         |                            |                  | GND                                |            | GND           |                 |         |            |                         |      |                   |                      |       0.0 |            |           |          |          |                  |              |                   |              |
| F4         |                            | High Performance | IO_L12N_T1U_N11_GC_78              | 3          | GCLK          |                 |      78 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F5         |                            | High Performance | IO_L12P_T1U_N10_GC_78              | 3          | GCLK          |                 |      78 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F6         |                            | High Performance | IO_L4N_T0U_N7_DBC_AD7N_78          | 3          | User IO       |                 |      78 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F7         |                            | High Performance | IO_L4P_T0U_N6_DBC_AD7P_78          | 3          | User IO       |                 |      78 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F8         |                            |                  | GND                                |            | GND           |                 |         |            |                         |      |                   |                      |       0.0 |            |           |          |          |                  |              |                   |              |
| F9         |                            | High Performance | IO_L13N_T2L_N1_GC_QBC_77           | 3          | GCLK          |                 |      77 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F10        |                            | High Performance | IO_L18P_T2U_N10_AD2P_77            | 3          | User IO       |                 |      77 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F11        |                            | High Performance | IO_L15N_T2L_N5_AD11N_77            | 3          | User IO       |                 |      77 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F12        |                            | High Performance | IO_L17N_T2U_N9_AD10N_76            | 3          | User IO       |                 |      76 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F13        |                            | High Performance | VCCO_76                            |            | VCCO          |                 |      76 |            |                         |      |                   |                      | 0.00-1.80 |            |           |          |          |                  |              |                   |              |
| F14        |                            | High Performance | IO_L13N_T2L_N1_GC_QBC_76           | 3          | GCLK          |                 |      76 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F15        |                            | High Performance | IO_L14P_T2L_N2_GC_76               | 3          | GCLK          |                 |      76 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F16        |                            | High Performance | IO_T2U_N12_76                      | 3          | User IO       |                 |      76 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F17        |                            | High Performance | IO_L15P_T2L_N4_AD11P_74            | 3          | User IO       |                 |      74 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F18        |                            |                  | GND                                |            | GND           |                 |         |            |                         |      |                   |                      |       0.0 |            |           |          |          |                  |              |                   |              |
| F19        |                            | High Performance | IO_L17N_T2U_N9_AD10N_74            | 3          | User IO       |                 |      74 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F20        |                            | High Performance | IO_L17P_T2U_N8_AD10P_74            | 3          | User IO       |                 |      74 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F21        |                            | High Performance | IO_T2U_N12_74                      | 3          | User IO       |                 |      74 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F22        |                            | High Performance | IO_L20N_T3L_N3_AD1N_74             | 3          | User IO       |                 |      74 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F23        |                            |                  | GND                                |            | GND           |                 |         |            |                         |      |                   |                      |       0.0 |            |           |          |          |                  |              |                   |              |
| F24        |                            | High Performance | IO_L19P_T3L_N0_DBC_AD9P_74         | 3          | User IO       |                 |      74 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F25        |                            | High Performance | IO_L21N_T3L_N5_AD8N_74             | 3          | User IO       |                 |      74 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F26        |                            | High Performance | IO_L21P_T3L_N4_AD8P_74             | 3          | User IO       |                 |      74 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F27        | WRITEDATAWB[9]             | High Performance | IO_L20N_T3L_N3_AD1N_71             | 2          | INPUT         | SSTL12_DCI      |      71 |            |                         |      |            40 Ohm |                 NONE |           | FIXED      |           |          | External | SPLIT            |              |                   |              |
| F28        |                            |                  | GND                                |            | GND           |                 |         |            |                         |      |                   |                      |       0.0 |            |           |          |          |                  |              |                   |              |
| F29        | WRITEDATAWB[4]             | High Performance | IO_L22P_T3U_N6_DBC_AD0P_71         | 2          | INPUT         | SSTL12_DCI      |      71 |            |                         |      |            40 Ohm |                 NONE |           | FIXED      |           |          | External | SPLIT            |              |                   |              |
| F30        |                            | High Performance | IO_L14N_T2L_N3_GC_71               | 2          | GCLK          |                 |      71 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F31        |                            | High Performance | IO_L14P_T2L_N2_GC_71               | 2          | GCLK          |                 |      71 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F32        |                            | High Performance | IO_L12P_T1U_N10_GC_71              | 2          | GCLK          |                 |      71 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F33        |                            | High Performance | VCCO_71                            |            | VCCO          |                 |      71 |            |                         |      |                   |                      |      1.20 |            |           |          |          |                  |              |                   |              |
| F34        | WRITEDATAWB[36]            | High Performance | IO_L16P_T2U_N6_QBC_AD3P_69         | 2          | INPUT         | SSTL12_DCI      |      69 |            |                         |      |            40 Ohm |                 NONE |           | FIXED      |           |          | External | SPLIT            |              |                   |              |
| F35        | clk                        | High Performance | IO_L14P_T2L_N2_GC_69               | 2          | INPUT         | DIFF_POD12_DCI  |      69 |            |                         |      |                   |                 NONE |           | FIXED      |           |          |          | SINGLE           | RDRV_NONE    |                   | EQ_NONE      |
| F36        |                            | High Performance | IO_L13N_T2L_N1_GC_QBC_69           | 2          | GCLK          |                 |      69 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F37        | ALUOUTMEM_aptn_s[46]       | High Performance | IO_L20N_T3L_N3_AD1N_69             | 2          | OUTPUT        | SSTL12_DCI      |      69 |            |                         | SLOW |                   |            FP_VTT_50 |           | FIXED      |           |          |          | SPLIT            |              |                   |              |
| F38        |                            |                  | GND                                |            | GND           |                 |         |            |                         |      |                   |                      |       0.0 |            |           |          |          |                  |              |                   |              |
| F39        | WRITEDATAWB[31]            | High Performance | IO_T3U_N12_69                      | 2          | INPUT         | SSTL12_DCI      |      69 |            |                         |      |            40 Ohm |                 NONE |           | FIXED      |           |          | External | SPLIT            |              |                   |              |
| F40        |                            | High Performance | IO_T0U_N12_VRP_69                  | 2          | VRP/VRN       |                 |      69 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F41        |                            | High Performance | IO_L17P_T2U_N8_AD10P_37            | 3          | User IO       |                 |      37 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F42        |                            | High Performance | IO_L17N_T2U_N9_AD10N_37            | 3          | User IO       |                 |      37 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F43        |                            |                  | GND                                |            | GND           |                 |         |            |                         |      |                   |                      |       0.0 |            |           |          |          |                  |              |                   |              |
| F44        |                            | High Performance | IO_T2U_N12_37                      | 3          | User IO       |                 |      37 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F45        |                            | High Performance | VREF_37                            |            | Voltage       |                 |      37 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F46        |                            | High Performance | IO_L10P_T1U_N6_QBC_AD4P_37         | 3          | User IO       |                 |      37 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F47        |                            | High Performance | IO_L10N_T1U_N7_QBC_AD4N_37         | 3          | User IO       |                 |      37 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F48        |                            | High Performance | VCCO_37                            |            | VCCO          |                 |      37 |            |                         |      |                   |                      | 0.00-1.80 |            |           |          |          |                  |              |                   |              |
| F49        |                            | High Performance | IO_L7P_T1L_N0_QBC_AD13P_37         | 3          | User IO       |                 |      37 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F50        |                            | High Performance | IO_L7N_T1L_N1_QBC_AD13N_37         | 3          | User IO       |                 |      37 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F51        |                            | High Performance | IO_T1U_N12_37                      | 3          | User IO       |                 |      37 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F52        | ALUOUTMEM[31]              | High Performance | IO_L17N_T2U_N9_AD10N_35            | 3          | OUTPUT        | LVCMOS12        |      35 |          8 |                         | SLOW |                   |                 NONE |           | FIXED      |           |          |          | NONE             |              |                   |              |
| F53        |                            |                  | GND                                |            | GND           |                 |         |            |                         |      |                   |                      |       0.0 |            |           |          |          |                  |              |                   |              |
| F54        | ALUOUTMEM[34]              | High Performance | IO_L13P_T2L_N0_GC_QBC_35           | 3          | OUTPUT        | LVCMOS12        |      35 |          8 |                         | SLOW |                   |                 NONE |           | FIXED      |           |          |          | NONE             |              |                   |              |
| F55        | ALUOUTMEM[22]              | High Performance | IO_L14P_T2L_N2_GC_35               | 3          | OUTPUT        | LVCMOS12        |      35 |          8 |                         | SLOW |                   |                 NONE |           | FIXED      |           |          |          | NONE             |              |                   |              |
| F56        | ALUOUTMEM[46]              | High Performance | IO_L12P_T1U_N10_GC_35              | 3          | OUTPUT        | LVCMOS12        |      35 |          8 |                         | SLOW |                   |                 NONE |           | FIXED      |           |          |          | NONE             |              |                   |              |
| F57        | ALUOUTMEM[45]              | High Performance | IO_L12N_T1U_N11_GC_35              | 3          | OUTPUT        | LVCMOS12        |      35 |          8 |                         | SLOW |                   |                 NONE |           | FIXED      |           |          |          | NONE             |              |                   |              |
| F58        |                            |                  | GND                                |            | GND           |                 |         |            |                         |      |                   |                      |       0.0 |            |           |          |          |                  |              |                   |              |
| F59        |                            | High Performance | IO_L19N_T3L_N1_DBC_AD9N_34         | 3          | User IO       |                 |      34 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F60        |                            | High Performance | IO_L21P_T3L_N4_AD8P_34             | 3          | User IO       |                 |      34 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F61        |                            | High Performance | IO_L23P_T3U_N8_34                  | 3          | User IO       |                 |      34 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F62        |                            | High Performance | IO_L23N_T3U_N9_34                  | 3          | User IO       |                 |      34 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| F63        |                            |                  | GND                                |            | GND           |                 |         |            |                         |      |                   |                      |       0.0 |            |           |          |          |                  |              |                   |              |
| G1         |                            | High Performance | IO_L15N_T2L_N5_AD11N_78            | 3          | User IO       |                 |      78 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| G2         |                            | High Performance | IO_L15P_T2L_N4_AD11P_78            | 3          | User IO       |                 |      78 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| G3         |                            | High Performance | IO_L13N_T2L_N1_GC_QBC_78           | 3          | GCLK          |                 |      78 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| G4         |                            | High Performance | IO_L13P_T2L_N0_GC_QBC_78           | 3          | GCLK          |                 |      78 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| G5         |                            | High Performance | VCCO_78                            |            | VCCO          |                 |      78 |            |                         |      |                   |                      | 0.00-1.80 |            |           |          |          |                  |              |                   |              |
| G6         |                            | High Performance | IO_T2U_N12_78                      | 3          | User IO       |                 |      78 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| G7         |                            | High Performance | IO_L16N_T2U_N7_QBC_AD3N_77         | 3          | User IO       |                 |      77 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| G8         |                            | High Performance | IO_L16P_T2U_N6_QBC_AD3P_77         | 3          | User IO       |                 |      77 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| G9         |                            | High Performance | IO_L13P_T2L_N0_GC_QBC_77           | 3          | GCLK          |                 |      77 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| G10        |                            | High Performance | VCCO_77                            |            | VCCO          |                 |      77 |            |                         |      |                   |                      | 0.00-1.80 |            |           |          |          |                  |              |                   |              |
| G11        |                            | High Performance | IO_L15P_T2L_N4_AD11P_77            | 3          | User IO       |                 |      77 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| G12        |                            | High Performance | IO_L17P_T2U_N8_AD10P_76            | 3          | User IO       |                 |      76 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| G13        |                            | High Performance | IO_L12N_T1U_N11_GC_76              | 3          | GCLK          |                 |      76 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| G14        |                            | High Performance | IO_L13P_T2L_N0_GC_QBC_76           | 3          | GCLK          |                 |      76 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
| G15        |                            |                  | GND                                |            | GND           |                 |         |            |                         |      |                   |                      |       0.0 |            |           |          |          |                  |              |                   |              |
| G16        |                            | High Performance | VREF_76                            |            | Voltage       |                 |      76 |            |                         |      |                   |                      |           |            |           |          |          |                  |              |                   |              |
